animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,Kaleido Star: New Wings Extra Stage,??????,['Kaleido Star: New Wings - The Amazing Princess Without a Smile'],OVA,Original,['Hal Film Maker'],"['Adventure', 'Comedy', 'Sports', 'Drama', 'Shoujo']",['Gonzo'],1,Finished Airing,FALSE,"{'from': '2004-09-24T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 24, 2004'}",24 min,PG - Children,7.64,5773,1260,3816,10908,23,"Sora Naegino has finally consolidated herself as Kaleido Stage's greatest star ever, and a new star starts to shine as Rosetta Passel is selected to participate in the next attraction in a main role. But when things start to go wrong in the rehearsals, Rosetta starts to question her abillity to take the role, as her own capacity to remain in Kaleido Stage. Meanwhile, Fool also struggles with his demons from the past.",,,,"{'Prequel': [{'mal_id': 427, 'type': 'anime', 'name': 'Kaleido Star', 'url': 'https://myanimelist.net/anime/427/Kaleido_Star'}], 'Sequel': [{'mal_id': 429, 'type': 'anime', 'name': 'Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari', 'url': 'https://myanimelist.net/anime/429/Kaleido_Star__Legend_of_Phoenix_-_Layla_Hamilton_Monogatari'}]}"
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,?????? ????????,['Kaleido Star: Layla Hamilton Story'],OVA,Original,"['Hal Film Maker', 'MediaNet']","['Comedy', 'Drama', 'Shoujo']",['Gonzo'],1,Finished Airing,FALSE,"{'from': '2005-12-11T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 11, 2005'}",50 min,PG - Children,7.97,5578,600,3819,10894,35,"Layla is going to perform Phoenix in Broadway. Playing this important role, she sets out on a journey by bicycle alone without leaving any message in order to find out what she's missing inside.",,,,"{'Prequel': [{'mal_id': 428, 'type': 'anime', 'name': 'Kaleido Star: Aratanaru Tsubasa - Extra Stage', 'url': 'https://myanimelist.net/anime/428/Kaleido_Star__Aratanaru_Tsubasa_-_Extra_Stage'}]}"
430,Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,???,"['Gekijyouban Hagane no Renkinjutsushi - Shanbara wo Yuku Mono', 'Fullmetal Alchemist the Movie: Conqueror of Shamballa', 'FMA Movie']",Movie,Manga,"['Aniplex', 'Square Enix', 'Shochiku', 'Mainichi Broadcasting System']","['Military', 'Comedy', 'Historical', 'Drama', 'Fantasy', 'Shounen']",['Bones'],1,Finished Airing,FALSE,"{'from': '2005-07-23T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 23, 2005'}",1 hr 45 min,PG-13 - Teens 13 or older,7.67,152917,1182,356,233510,609,"In desperation, Edward Elric sacrificed his body and soul to rescue his brother Alphonse, and is now displaced in the heart of Munich, Germany. He struggles to adapt to a world completely foreign to him in the wake of the economic crisis that followed the end of World War I. Isolated and unable to return home with his alchemy skills, Edward continues to research other methods of escaping the prison alongside colleagues who bear striking resemblances to many of the people he left behind. As dissent brews among the German citizenry, its neighbors also feel the unrest of the humiliated nation. Meanwhile, Alphonse continues to investigate Edward's disappearance, delving into the science of alchemy in the hopes of finally reuniting with his older brother. [Written by MAL Rewrite]","Fullmetal Alchemist: The Conqueror of Shamballa won the Best Animation Film Award in the 2005 Mainichi Film Awards, the Animation of the Year and Best Original Story awards in the 5th Tokyo International Anime Fair, and the Best Animated Film prize in the 2006 Fantasia International Film Festival.",,,"{'Prequel': [{'mal_id': 121, 'type': 'anime', 'name': 'Fullmetal Alchemist', 'url': 'https://myanimelist.net/anime/121/Fullmetal_Alchemist'}], 'Spin-off': [{'mal_id': 908, 'type': 'anime', 'name': 'Fullmetal Alchemist: Premium Collection', 'url': 'https://myanimelist.net/anime/908/Fullmetal_Alchemist__Premium_Collection'}]}"
431,Howl no Ugoku Shiro,Howl's Moving Castle,RAGNAR�K THE ANIMATION,[],Movie,Novel,"['d-rights', 'Tokuma Shoten']","['Adventure', 'Drama', 'Fantasy', 'Romance']",['Studio Ghibli'],1,Finished Airing,FALSE,"{'from': '2004-11-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 20, 2004'}",1 hr 59 min,G - All Ages,8.72,366722,39,87,535005,10846,"That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop. However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman. In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart. [Written by MAL Rewrite]","Howl No Ugoku Shiro premiered at the Venice Film Festival in 2004 and was later released to Japanese theaters in November, making it one of only three Studio Ghibli films not to be released in July. 
In 2004 the film won the Osella Awards for Technical Achievement in the 61st Venice Film Festival, the Best Japanese Movie Overall in the Mainichi Film Awards and an Excellence Prize, Animation in the Japan Media Arts Festival.  In 2005 the film won the Animation of the Year in the Tokyo International Anime Fair and the Audience Award in the Maui Film Festival. 
In 2006 it was nominated for the Best Animated Feature in the 78th Academy Award, but lost to the movie Wallace and Gromit: The Curse of the Were-Rabbit.",,,{}
432,Iria: Zeiram The Animation,Iria: Zeiram The Animation,??? 1/2 ????????! ????????!!,[],OVA,Original,['Bandai Visual'],"['Action', 'Adventure', 'Space', 'Sci-Fi']",['Ashi Production'],6,Finished Airing,FALSE,"{'from': '1994-06-23T00:00:00+00:00', 'to': '1994-11-21T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 6, 'year': 1994}, 'to': {'day': 21, 'month': 11, 'year': 1994}}, 'string': 'Jun 23, 1994 to Nov 21, 1994'}",27 min per ep,R - 17+ (violence & profanity),7.16,6080,3037,3444,14125,77,"Iria is the story of a girl and the Alien being she loves to hate. The series begins with her brother, Gren, taking a job. He is a bounty hunter, and one well known for his incredible skill. Iria, being a skilled apprentice bounty hunter herself, tags along. What is the job, one might ask. It is to find out what has happened to the crew and cargo of a Space Station. Needless to say, nothing is as it seems, and the war between Iria and Zeiram begins in earnest.",,,,{}
433,"Kumo no Mukou, Yakusoku no Basho",The Place Promised in Our Early Days,SAMURAI DEEPER KYO,"['Beyond the Clouds', 'The Promised Place']",Movie,Original,[],"['Drama', 'Military', 'Romance', 'Sci-Fi']",['CoMix Wave Films'],1,Finished Airing,FALSE,"{'from': '2004-11-20T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Nov 20, 2004'}",1 hr 30 min,PG-13 - Teens 13 or older,7.72,65744,1074,651,143928,682,"In an alternate-reality 1974 Japan, the country is split, with the southern islands controlled by America and the northern lands claimed by the Soviet Union. Hokkaido, referred to as Ezo in Kumo no Mukou Yakusoku no Basho, decides to construct a tower into the sky designed by Ekusun Tsukinoe. By 1996, Hokkaido Tower's construction is complete and three students of Aomori have big dreams concerning this tower. Hiroki Fujisawa and Takuya Shirakawa are considered child prodigies, and both harbor romantic feelings for Sayuri Sawatari, though neither of them would dare admit it. When a drone crashes down, the two boys resolve to repair it and fly to the top of Hokkaido Tower. Assisting them is their boss at the military plant, Mr. Okabe. They name the drone Bella Ciela, but before their dreams of flying it are realized, Sayuri vanishes. Unbeknownst to them, her disappearance is related closely to the tower that the two dream of reaching.",,,,"{'Adaptation': [{'mal_id': 7247, 'type': 'manga', 'name': 'Kumo no Mukou, Yakusoku no Basho', 'url': 'https://myanimelist.net/manga/7247/Kumo_no_Mukou_Yakusoku_no_Basho'}]}"
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,Legend of Lemnear,?????,[],OVA,Original,['81 Produce'],"['Action', 'Adventure', 'Fantasy']",['AIC'],1,Finished Airing,FALSE,"{'from': '1989-07-25T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 25, 1989'}",45 min,R+ - Mild Nudity,5.61,2292,8692,5405,4660,3,"The young and beautiful Lemnear's home village is destroyed and her brother is taken away. Lemnear swears to kill the evil wizard Gardin who is responsible for the disaster. With her allies Lemnear goes on a journey to take her revenge. She doesn't know, though, that there is someone above Gardin... (Source: ANN)",,,,"{'Adaptation': [{'mal_id': 1780, 'type': 'manga', 'name': 'Legend of Lemnear', 'url': 'https://myanimelist.net/manga/1780/Legend_of_Lemnear'}]}"
435,Magic Knight Rayearth,Magic Knight Rayearth,?????????,['Mahou Kishi Rayearth'],TV,Manga,['Yomiuri Telecasting'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'Shoujo']",['Tokyo Movie Shinsha'],20,Finished Airing,FALSE,"{'from': '1994-10-17T00:00:00+00:00', 'to': '1995-03-13T00:00:00+00:00', 'prop': {'from': {'day': 17, 'month': 10, 'year': 1994}, 'to': {'day': 13, 'month': 3, 'year': 1995}}, 'string': 'Oct 17, 1994 to Mar 13, 1995'}",24 min per ep,PG-13 - Teens 13 or older,7.52,19538,1608,1852,43437,445,"Hikaru Shidou, Umi Ryuuzaki, and Fuu Hououji are strangers brought together by fate when they meet during a seemingly normal field trip to Tokyo Tower. Accompanied by a great flash of light, they hear a mysterious woman's plea to save ""Cephiro,"" and the junior high heroines are suddenly swept away by a giant flying fish. Afterwards, they arrive in an unknown land, where they encounter a man called Master Mage Clef. Clef informs the girls that they were summoned by Princess Emeraude to fulfill their destinies as Magic Knights, restoring peace and balance in Cephiro. The formerly lively and peaceful land has been in disarray ever since High Priest Zagato imprisoned the princess, who acted as Cephiro's pillar of stability. The Magic Knights reluctantly accept Clef's words as truth and embark on a journey to save Cephiro from the clutches of evil. [Written by MAL Rewrite]","Although the first season is a near-direct adaptation of the first arc of the manga, there are several small additions, including the anime original character Inouva.Magic Knight Rayearth's opening theme song, Yuzurenai Negai, was awarded the ""Best Theme Song"" at the first ever Animation Kobe Awards in 1996.",Fall 1994,Mondays at 19:30 (JST),"{'Adaptation': [{'mal_id': 119, 'type': 'manga', 'name': 'Magic Knight Rayearth', 'url': 'https://myanimelist.net/manga/119/Magic_Knight_Rayearth'}], 'Sequel': [{'mal_id': 1563, 'type': 'anime', 'name': 'Magic Knight Rayearth II', 'url': 'https://myanimelist.net/anime/1563/Magic_Knight_Rayearth_II'}], 'Alternative version': [{'mal_id': 1954, 'type': 'anime', 'name': 'Rayearth', 'url': 'https://myanimelist.net/anime/1954/Rayearth'}]}"
437,Perfect Blue,Perfect Blue,????????? OVA,[],Movie,Novel,['Rex Entertainment'],"['Dementia', 'Drama', 'Horror', 'Psychological']",['Madhouse'],1,Finished Airing,FALSE,"{'from': '1998-02-28T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 28, 1998'}",1 hr 20 min,R+ - Mild Nudity,8.36,110145,201,409,210706,4579,"J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her. However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy. [Written by MAL Rewrite]","Perfect Blue is the directorial debut of animator Satoshi Kon and is an adaptation of the 1991 novel Perfect Blue: Kanzen Hentai (released in English by Seven Seas Entertainment as Perfect Blue: Complete Metamorphosis) written by Yoshikazu Takeuchi. The film made its world premiere at the 1997 edition of the Fant-Asia film festival in Montreal, where it received awards for Best Asian Film and Best Animation Film. It went on to earn additional awards and critical praise at film festivals worldwide before opening in Japanese theaters in 1998.",,,{}
438,Phantom The Animation,Phantom: The Animation,????????? ??????,[],OVA,Visual novel,['KSS'],"['Action', 'Drama', 'Shounen']",['Arcs Create'],3,Finished Airing,FALSE,"{'from': '2004-02-27T00:00:00+00:00', 'to': '2004-11-26T00:00:00+00:00', 'prop': {'from': {'day': 27, 'month': 2, 'year': 2004}, 'to': {'day': 26, 'month': 11, 'year': 2004}}, 'string': 'Feb 27, 2004 to Nov 26, 2004'}",30 min per ep,R - 17+ (violence & profanity),6.61,4778,5316,3823,10867,17,"Zwei was an ordinary person, until one day, while walking the streets a night, he witnessed a brutal assassination. He managed to avoid the sniper, a young girl named Ein, but was soon captured, and had the memories of his former life erased. He is spared death only by accepting a condition: to train to become an assassin alongside Ein. Now, he must find a way to free himself from this shady world and reclaim his life once again. (Source: ANN)",,,,"{'Alternative version': [{'mal_id': 5682, 'type': 'anime', 'name': 'Phantom: Requiem for the Phantom', 'url': 'https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom'}]}"
439,RG Veda,RG Veda,??????,[],OVA,Manga,"['KSS', 'Movic', 'Sony Music Entertainment']","['Adventure', 'Drama', 'Fantasy']",['animate Film'],2,Finished Airing,FALSE,"{'from': '1991-06-01T00:00:00+00:00', 'to': '1992-06-21T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 6, 'year': 1991}, 'to': {'day': 21, 'month': 6, 'year': 1992}}, 'string': 'Jun 1, 1991 to Jun 21, 1992'}",45 min per ep,PG-13 - Teens 13 or older,6.22,2704,6970,4840,6129,13,"At the dawn of time, the gods ruled the universe under the leadership of the mighty Tentei. But suddenly, the ferocious general, Taishakuten, appears, and destroys Tentei. Taishakuten declares that a new age has begun, and all who oppose him will die horribly. But legend says that a shimmering six-pointed star will rise into the heavens and restore the world to a golden age. The six points are six warriors, each with the power to move the stars and the hearts of all people... (Source: ANN)",,,,"{'Adaptation': [{'mal_id': 500, 'type': 'manga', 'name': 'RG Veda', 'url': 'https://myanimelist.net/manga/500/RG_Veda'}]}"
440,Shoujo Kakumei Utena,Revolutionary Girl Utena,??????????????,['Shoujo Kakumei Utena'],TV,Original,"['TV Tokyo', 'Audio Tanaka']","['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Psychological', 'Shoujo']",['J.C.Staff'],39,Finished Airing,FALSE,"{'from': '1997-04-02T00:00:00+00:00', 'to': '1997-12-24T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 4, 'year': 1997}, 'to': {'day': 24, 'month': 12, 'year': 1997}}, 'string': 'Apr 2, 1997 to Dec 24, 1997'}",23 min per ep,PG-13 - Teens 13 or older,8.21,33106,317,839,115103,4946,"After meeting a traveling prince who consoled her after the deaths of her parents, Utena Tenjou vowed to become a prince herself. The prince left Utena only with a ring bearing a strange rose crest and a promise that she would meet him again some day. A few years later, Utena attends Ootori Academy, where she is drawn into a dangerous game. Duelists with rings matching Utena's own compete for a unique prize: the Rose Bride, Anthy Himemiya, and her mysterious powers. When Utena wins Anthy in a duel, she realizes that if she is to free Anthy and discover the secrets behind Ootori Academy, she has only one option: to revolutionize the world. Shoujo Kakumei Utena blends surrealist imagery and ideas with complex allegories and metaphors to create a unique coming-of-age story with themes including idealism, illusions, adulthood, and identity. [Written by MAL Rewrite]","Childhood idealism, illusions, ambition, adulthood, sexuality, abuse, incest and identity are all prominent themes which are explored in what is essentially a highly metaphorical and symbolic coming-of-age story. Loss of innocence, both sexual and otherwise, is treated as a life changing event. Fairy tale archetypes such as the noble prince and the damsel in distress, as well as standard tropes of the shoujo and magical girl genre are incorporated, subverted, inverted, averted and deconstructed.Shoujo Kakumei Utena won the Best TV Animation Award at Animation Kobe in 1997.",Spring 1997,Wednesdays at 18:00 (JST),"{'Adaptation': [{'mal_id': 772, 'type': 'manga', 'name': 'Shoujo Kakumei Utena', 'url': 'https://myanimelist.net/manga/772/Shoujo_Kakumei_Utena'}], 'Alternative version': [{'mal_id': 441, 'type': 'anime', 'name': 'Shoujo Kakumei Utena: Adolescence Mokushiroku', 'url': 'https://myanimelist.net/anime/441/Shoujo_Kakumei_Utena__Adolescence_Mokushiroku'}]}"
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,???????????,['Revolutionary Girl Utena: Adolescence Apocalypse'],Movie,Original,['Audio Tanaka'],"['Dementia', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Shoujo Ai']",['J.C.Staff'],1,Finished Airing,FALSE,"{'from': '1999-08-14T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 14, 1999'}",1 hr 30 min,R+ - Mild Nudity,7.6,15933,1377,2307,29978,341,"All eyes are on Utena Tenjou, a mysterious transfer student to Ohtori Academy. But Utena's eyes seem to be fixed on one familiar face that stands out among the rest—Touga Kiryuu, Utena's childhood friend. Touga knows of Utena's past and possesses knowledge of the Mark of the Rose, a set of unique rings worn by those who compete for the hand of the Rose Bride. The Rose Bride, Himemiya Anthy, belongs to whomever wins her in a duel, and the one that wins all the duels is said to be given the power to bring revolution to the world. Utena is drawn into the duels, but Touga and their complicated history together may end up unraveling everything. Nothing is as it seems in this retelling of the original anime series. [Written by MAL Rewrite]",,,,"{'Adaptation': [{'mal_id': 931, 'type': 'manga', 'name': 'Shoujo Kakumei Utena: Adolescence Mokushiroku', 'url': 'https://myanimelist.net/manga/931/Shoujo_Kakumei_Utena__Adolescence_Mokushiroku'}], 'Alternative version': [{'mal_id': 440, 'type': 'anime', 'name': 'Shoujo Kakumei Utena', 'url': 'https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena'}]}"
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Naruto the Movie: Ninja Clash in the Land of Snow,???????,"['Naruto: Daikatsugeki! Yukihime Ninpocho Dattebayo!', ""Naruto: It's the Snow Princess' Ninja Art Book!""]",Movie,Manga,"['Aniplex', 'Bandai', 'TV Tokyo Music', 'Shueisha']","['Adventure', 'Comedy', 'Historical', 'Supernatural', 'Drama', 'Shounen']",['Studio Pierrot'],1,Finished Airing,FALSE,"{'from': '2004-08-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 21, 2004'}",1 hr 30 min,PG-13 - Teens 13 or older,7.17,101560,3000,589,159179,233,"Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye. Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well. [Written by MAL Rewrite]",,,,"{'Adaptation': [{'mal_id': 96762, 'type': 'manga', 'name': 'Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!', 'url': 'https://myanimelist.net/manga/96762/Naruto__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo'}], 'Parent story': [{'mal_id': 20, 'type': 'anime', 'name': 'Naruto', 'url': 'https://myanimelist.net/anime/20/Naruto'}], 'Side story': [{'mal_id': 2248, 'type': 'anime', 'name': 'Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival', 'url': 'https://myanimelist.net/anime/2248/Naruto__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo_Special__Konoha_Annual_Sports_Festival'}]}"
443,Onegai☆Teacher: Himitsu na Futari,,Saturdays at 09:30 (JST),"['Onegai Sensei', 'Please Teacher! OVA']",OVA,Original,"['Bandai Visual', 'WOWOW', 'Lantis']","['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']",['Daume'],1,Finished Airing,FALSE,"{'from': '2002-10-25T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 25, 2002'}",21 min,R - 17+ (violence & profanity),7.38,23597,2160,2026,37509,56,"Kei and Mizuho are having some marital difficulties, and Mizuho's family decides it's high time for a visit. (Source: ANN)",,,,"{'Parent story': [{'mal_id': 195, 'type': 'anime', 'name': 'Onegai☆Teacher', 'url': 'https://myanimelist.net/anime/195/Onegai☆Teacher'}], 'Spin-off': [{'mal_id': 196, 'type': 'anime', 'name': 'Onegai☆Twins', 'url': 'https://myanimelist.net/anime/196/Onegai☆Twins'}, {'mal_id': 524, 'type': 'anime', 'name': 'Onegai☆Twins: Natsu wa Owaranai', 'url': 'https://myanimelist.net/anime/524/Onegai☆Twins__Natsu_wa_Owaranai'}]}"
444,Maria-sama ga Miteru: Haru,Maria Watches Over Us: Printemps,??????? ??????? EXTRA STAGE,"['The Virgin Mary is Watching You: Spring', 'MariMite: Haru', 'La Vierge Marie Vous Regarde']",TV,Light novel,[],"['Drama', 'Romance', 'School', 'Shoujo', 'Shoujo Ai']",['Studio Deen'],13,Finished Airing,FALSE,"{'from': '2004-07-04T00:00:00+00:00', 'to': '2004-09-26T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 7, 'year': 2004}, 'to': {'day': 26, 'month': 9, 'year': 2004}}, 'string': 'Jul 4, 2004 to Sep 26, 2004'}",24 min per ep,PG-13 - Teens 13 or older,7.78,9192,934,3005,18502,65,"The spring term is beginning for the students at Lillian Girls' Academy. Friends are reunited, but for the Yamayuri Council, it's a bittersweet time. Yoko, Eriko, and Sei are busy preparing to depart Lillian while Sachiko, Rei, and Shimako are doing their best to ensure that their dear sisters receive a memorable commencement. Sei's departure will leave a sizable hole in the White Roses, and filling it won't be easy. But is there anyone who could appeal to Shimako enough to become the next Rosa Gigantea en bouton? (Source: RightStuf)",,Summer 2004,Unknown,"{'Adaptation': [{'mal_id': 4177, 'type': 'manga', 'name': 'Maria-sama ga Miteru', 'url': 'https://myanimelist.net/manga/4177/Maria-sama_ga_Miteru'}], 'Prequel': [{'mal_id': 158, 'type': 'anime', 'name': 'Maria-sama ga Miteru', 'url': 'https://myanimelist.net/anime/158/Maria-sama_ga_Miteru'}], 'Sequel': [{'mal_id': 1729, 'type': 'anime', 'name': 'Maria-sama ga Miteru 3rd', 'url': 'https://myanimelist.net/anime/1729/Maria-sama_ga_Miteru_3rd'}], 'Side story': [{'mal_id': 3469, 'type': 'anime', 'name': 'Maria-sama ga Miteru: Haru Specials', 'url': 'https://myanimelist.net/anime/3469/Maria-sama_ga_Miteru__Haru_Specials'}]}"
445,Tales of Eternia The Animation,Tales of Eternia,??????? Legend of Phoenix ?????????????,['ToE'],TV,Game,[],"['Adventure', 'Comedy', 'Romance', 'Fantasy']","['Production I.G', 'Xebec']",13,Finished Airing,FALSE,"{'from': '2001-01-08T00:00:00+00:00', 'to': '2001-03-26T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 1, 'year': 2001}, 'to': {'day': 26, 'month': 3, 'year': 2001}}, 'string': 'Jan 8, 2001 to Mar 26, 2001'}",22 min per ep,PG-13 - Teens 13 or older,6.28,5207,6738,3501,13526,10,"In order to prevent the catastrophe called the Grand Fall, Rid Hershel and his companions Farah, Keel and Meredy have obtained the three Greater Spirits (""Craymels"" in the game version) of Inferia. En route to Mount Farlos, Rid is kidnapped by the bounty hunter Marone Blucarno, and the party is compelled to head to Belcarnu, an archipelago far from the major cities of Inferia. A series of adventures forces them to remain on the islands, where a more immediate threat to Inferia sleeps. (Source: ANN)",,Winter 2001,Mondays at 18:30 (JST),"{'Adaptation': [{'mal_id': 2559, 'type': 'manga', 'name': 'Tales of Eternia', 'url': 'https://myanimelist.net/manga/2559/Tales_of_Eternia'}], 'Character': [{'mal_id': 12699, 'type': 'anime', 'name': 'Tales of Gekijou', 'url': 'https://myanimelist.net/anime/12699/Tales_of_Gekijou'}]}"
446,Weiß Kreuz Glühen,Knight Hunters Eternity,??? ?????? ?????????,"['Weiss Kreuz Gluehen', 'White Cross Glowing']",TV,Unknown,"['animate Film', 'Kids Station', 'Movic']","['Action', 'Drama', 'Shounen']",['ufotable'],13,Finished Airing,FALSE,"{'from': '2002-11-28T00:00:00+00:00', 'to': '2003-03-20T00:00:00+00:00', 'prop': {'from': {'day': 28, 'month': 11, 'year': 2002}, 'to': {'day': 20, 'month': 3, 'year': 2003}}, 'string': 'Nov 28, 2002 to Mar 20, 2003'}",20 min per ep,R - 17+ (violence & profanity),6.66,3112,5089,4360,7977,26,"Koua is an academy that brings Japanese's most talented people and students together. The mission is to train talented people to bear the world's future leadership. However, recently, the suicide rate in the academy is increasing and there is hardly any information being released to the public. Fujimiya Aya is sent to infiltrate this school carrying out criminal investigation and disguise himself as a teacher. In fact, actually, there is a connection between Koua academy and the global terrorist activities that are frequently occur. Therefore Persia assigns Hidaka Ken and Kudou Youji as well into this mission to solve the truth and connection of the incident behind Koua academy. (Source: AniDB)",,Fall 2002,Unknown,"{'Prequel': [{'mal_id': 447, 'type': 'anime', 'name': 'Weiß Kreuz', 'url': 'https://myanimelist.net/anime/447/Weiß_Kreuz'}, {'mal_id': 1024, 'type': 'anime', 'name': 'Weiß Kreuz OVA', 'url': 'https://myanimelist.net/anime/1024/Weiß_Kreuz_OVA'}]}"
