animeID, name, title_english,title_japanese, type, source, producers, genre, studio, episodes, status, aired, duration, rating, related
937,Appleseed,,,OVA,Manga,"['Bandai Visual', 'TBS', 'Movic', 'Tohokushinsha Film Corporation']","['Action', 'Sci-Fi', 'Adventure', 'Police', 'Mecha']",['Gainax'],1,Finished Airing,"{'from': '1988-04-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 21, 1988'}",1 hr 6 min,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 668, 'type': 'manga', 'name': 'Appleseed', 'url': 'https://myanimelist.net/manga/668/Appleseed'}], 'Alternative version': [{'mal_id': 54, 'type': 'anime', 'name': 'Appleseed (Movie)', 'url': 'https://myanimelist.net/anime/54/Appleseed_Movie'}, {'mal_id': 22677, 'type': 'anime', 'name': 'Appleseed Alpha', 'url': 'https://myanimelist.net/anime/22677/Appleseed_Alpha'}], 'Other': [{'mal_id': 9737, 'type': 'anime', 'name': 'Appleseed XIII', 'url': 'https://myanimelist.net/anime/9737/Appleseed_XIII'}]}"
938,Shin Getter Robo tai Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo,,OVA,Unknown,"['Bandai Visual', 'Bee Media', 'Dynamic Planning']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']",[],4,Finished Airing,"{'from': '2000-12-21T00:00:00+00:00', 'to': '2001-06-25T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 12, 'year': 2000}, 'to': {'day': 25, 'month': 6, 'year': 2001}}, 'string': 'Dec 21, 2000 to Jun 25, 2001'}",27 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 1551, 'type': 'manga', 'name': 'Getter Robo', 'url': 'https://myanimelist.net/manga/1551/Getter_Robo'}, {'mal_id': 10447, 'type': 'manga', 'name': 'Getter Robo Go', 'url': 'https://myanimelist.net/manga/10447/Getter_Robo_Go'}], 'Alternative version': [{'mal_id': 5292, 'type': 'anime', 'name': 'Getter Robo Go', 'url': 'https://myanimelist.net/anime/5292/Getter_Robo_Go'}], 'Other': [{'mal_id': 12885, 'type': 'anime', 'name': 'Dynamic Super Robots Soushingekki', 'url': 'https://myanimelist.net/anime/12885/Dynamic_Super_Robots_Soushingekki'}]}"
942,Nishi no Yoki Majo: Astraea Testament,The Good Witch Of The West,,TV,Light novel,"['Geneon Universal Entertainment', 'Mellow Head', 'Imagica', 'Mag Garden', 'Tablier Communications', 'On The Run']","['Mystery', 'Comedy', 'Drama', 'Romance', 'Fantasy']",['Hal Film Maker'],13,Finished Airing,"{'from': '2006-04-08T00:00:00+00:00', 'to': '2006-07-01T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 4, 'year': 2006}, 'to': {'day': 1, 'month': 7, 'year': 2006}}, 'string': 'Apr 8, 2006 to Jul 1, 2006'}",24 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 21387, 'type': 'manga', 'name': 'Nishi no Yoki Majo', 'url': 'https://myanimelist.net/manga/21387/Nishi_no_Yoki_Majo'}]}"
949,Top wo Nerae! Gunbuster,Gunbuster,,OVA,Original,"['Studio Fantasia', 'Tohokushinsha Film Corporation']","['Action', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",['Gainax'],6,Finished Airing,"{'from': '1988-10-07T00:00:00+00:00', 'to': '1989-07-07T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 10, 'year': 1988}, 'to': {'day': 7, 'month': 7, 'year': 1989}}, 'string': 'Oct 7, 1988 to Jul 7, 1989'}",30 min per ep,R+ - Mild Nudity,"{'Adaptation': [{'mal_id': 21158, 'type': 'manga', 'name': 'Comic Gunbuster', 'url': 'https://myanimelist.net/manga/21158/Comic_Gunbuster'}], 'Sequel': [{'mal_id': 1002, 'type': 'anime', 'name': 'Top wo Nerae 2! Diebuster', 'url': 'https://myanimelist.net/anime/1002/Top_wo_Nerae_2_Diebuster'}], 'Alternative version': [{'mal_id': 1911, 'type': 'anime', 'name': 'Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!', 'url': 'https://myanimelist.net/anime/1911/Top_wo_Nerae___Top_wo_Nerae_2_Gattai_Movie'}], 'Summary': [{'mal_id': 5462, 'type': 'anime', 'name': 'Top wo Nerae! Kagaku Kouza', 'url': 'https://myanimelist.net/anime/5462/Top_wo_Nerae_Kagaku_Kouza'}, {'mal_id': 24123, 'type': 'anime', 'name': 'Kaette Kita Top wo Nerae! Kagaku Kouza', 'url': 'https://myanimelist.net/anime/24123/Kaette_Kita_Top_wo_Nerae_Kagaku_Kouza'}], 'Side story': [{'mal_id': 7248, 'type': 'anime', 'name': 'Top wo Nerae! Gunbuster Specials', 'url': 'https://myanimelist.net/anime/7248/Top_wo_Nerae_Gunbuster_Specials'}]}"
950,Street Fighter Alpha: Generations,Street Fighter Alpha: Generations,,Movie,Game,[],"['Adventure', 'Shounen']",['APPP'],1,Finished Airing,"{'from': '2005-10-25T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 25, 2005'}",42 min,PG-13 - Teens 13 or older,"{'Prequel': [{'mal_id': 979, 'type': 'anime', 'name': 'Street Fighter Zero The Animation', 'url': 'https://myanimelist.net/anime/979/Street_Fighter_Zero_The_Animation'}]}"
952,Magical Nyan Nyan Taruto,Magical Meow Meow Taruto,,TV,Unknown,"['Bandai Visual', 'Dentsu']","['Comedy', 'Magic']","['Madhouse', 'TNK']",12,Finished Airing,"{'from': '2001-07-05T00:00:00+00:00', 'to': '2001-09-27T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 7, 'year': 2001}, 'to': {'day': 27, 'month': 9, 'year': 2001}}, 'string': 'Jul 5, 2001 to Sep 27, 2001'}",22 min per ep,G - All Ages,"{'Adaptation': [{'mal_id': 11189, 'type': 'manga', 'name': 'Magical Nyan Nyan Taruto', 'url': 'https://myanimelist.net/manga/11189/Magical_Nyan_Nyan_Taruto'}]}"
953,Jyu Oh Sei,Jyu-Oh-Sei: Planet of the Beast King,,TV,Manga,"['Dentsu', 'SKY Perfect Well Think', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment']","['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Shoujo']",['Bones'],11,Finished Airing,"{'from': '2006-04-14T00:00:00+00:00', 'to': '2006-06-23T00:00:00+00:00', 'prop': {'from': {'day': 14, 'month': 4, 'year': 2006}, 'to': {'day': 23, 'month': 6, 'year': 2006}}, 'string': 'Apr 14, 2006 to Jun 23, 2006'}",22 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 382, 'type': 'manga', 'name': 'Juu Ou Sei', 'url': 'https://myanimelist.net/manga/382/Juu_Ou_Sei'}]}"
956,Daikuu Maryuu Gaiking,Dino Mech Gaiking,,TV,Original,['Dynamic Planning'],"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",['Toei Animation'],44,Finished Airing,"{'from': '1976-04-01T00:00:00+00:00', 'to': '1977-01-27T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 4, 'year': 1976}, 'to': {'day': 27, 'month': 1, 'year': 1977}}, 'string': 'Apr 1, 1976 to Jan 27, 1977'}",23 min per ep,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 25450, 'type': 'manga', 'name': 'Daikuu Maryuu Gaiking', 'url': 'https://myanimelist.net/manga/25450/Daikuu_Maryuu_Gaiking'}], 'Alternative version': [{'mal_id': 1845, 'type': 'anime', 'name': 'Gaiking: Legend of Daiku-Maryu', 'url': 'https://myanimelist.net/anime/1845/Gaiking__Legend_of_Daiku-Maryu'}], 'Other': [{'mal_id': 10954, 'type': 'anime', 'name': 'Toei Robot Girls', 'url': 'https://myanimelist.net/anime/10954/Toei_Robot_Girls'}, {'mal_id': 19799, 'type': 'anime', 'name': 'Robot Girls Z', 'url': 'https://myanimelist.net/anime/19799/Robot_Girls_Z'}]}"
961,Virtua Fighter,,,TV,Game,"['Aniplex', 'TMS Entertainment', 'Yomiko Advertising', 'Sega', 'Half H.P Studio', 'TV Tokyo Music', 'Sony Music Entertainment']","['Action', 'Adventure', 'Martial Arts', 'Comedy', 'Shounen']",['Tokyo Movie Shinsha'],35,Finished Airing,"{'from': '1995-10-09T00:00:00+00:00', 'to': '1996-06-27T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 10, 'year': 1995}, 'to': {'day': 27, 'month': 6, 'year': 1996}}, 'string': 'Oct 9, 1995 to Jun 27, 1996'}",25 min per ep,PG-13 - Teens 13 or older,"{'Alternative version': [{'mal_id': 36937, 'type': 'anime', 'name': 'Virtua Fighter: Costomize Clip', 'url': 'https://myanimelist.net/anime/36937/Virtua_Fighter__Costomize_Clip'}]}"
966,Crayon Shin-chan,Shin Chan,,TV,Manga,['TV Asahi'],"['Slice of Life', 'Comedy', 'Ecchi', 'School', 'Seinen']",['Shin-Ei Animation'],,Currently Airing,"{'from': '1992-04-13T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 13, 'month': 4, 'year': 1992}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 13, 1992 to ?'}",21 min,PG - Children,"{'Adaptation': [{'mal_id': 2435, 'type': 'manga', 'name': 'Crayon Shin-chan', 'url': 'https://myanimelist.net/manga/2435/Crayon_Shin-chan'}], 'Side story': [{'mal_id': 2172, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!', 'url': 'https://myanimelist.net/anime/2172/Crayon_Shin-chan_Movie_15__Arashi_wo_Yobu_Utau_Ketsu_dake_Bakudan'}, {'mal_id': 2450, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu', 'url': 'https://myanimelist.net/anime/2450/Crayon_Shin-chan_Movie_09__Arashi_wo_Yobu_Mouretsu_Otona_Teikoku_no_Gyakushuu'}, {'mal_id': 3744, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen', 'url': 'https://myanimelist.net/anime/3744/Crayon_Shin-chan_Movie_10__Arashi_wo_Yobu_Appare_Sengoku_Daikassen'}, {'mal_id': 3745, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou', 'url': 'https://myanimelist.net/anime/3745/Crayon_Shin-chan_Movie_02__Buriburi_Oukoku_no_Hihou'}, {'mal_id': 3853, 'type': 'anime', 'name': 'Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!', 'url': 'https://myanimelist.net/anime/3853/Crayon_Shin-chan_Manatsu_no_Yoru_ni_Ora_Sanjou_Arashi_wo_Yobu_Den-O_vs_Shin-O_60-bu_Special'}, {'mal_id': 6217, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 03: Unkokusai no Yabou', 'url': 'https://myanimelist.net/anime/6217/Crayon_Shin-chan_Movie_03__Unkokusai_no_Yabou'}, {'mal_id': 6460, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki', 'url': 'https://myanimelist.net/anime/6460/Crayon_Shin-chan_Movie_05__Ankoku_Tamatama_Daitsuiseki'}, {'mal_id': 8358, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou', 'url': 'https://myanimelist.net/anime/8358/Crayon_Shin-chan_Movie_01__Action_Kamen_vs_Haigure_Maou'}, {'mal_id': 8359, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 04: Henderland no Daibouken', 'url': 'https://myanimelist.net/anime/8359/Crayon_Shin-chan_Movie_04__Henderland_no_Daibouken'}, {'mal_id': 8360, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen', 'url': 'https://myanimelist.net/anime/8360/Crayon_Shin-chan_Movie_06__Dengeki_Buta_no_Hizume_Daisakusen'}, {'mal_id': 8361, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen', 'url': 'https://myanimelist.net/anime/8361/Crayon_Shin-chan_Movie_07__Bakuhatsu_Onsen_Wakuwaku_Daikessen'}, {'mal_id': 8362, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle', 'url': 'https://myanimelist.net/anime/8362/Crayon_Shin-chan_Movie_08__Arashi_wo_Yobu_Jungle'}, {'mal_id': 8363, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road', 'url': 'https://myanimelist.net/anime/8363/Crayon_Shin-chan_Movie_11__Arashi_wo_Yobu_Eikou_no_Yakiniku_Road'}, {'mal_id': 8364, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys', 'url': 'https://myanimelist.net/anime/8364/Crayon_Shin-chan_Movie_12__Arashi_wo_Yobu_Yuuhi_no_Kasukabe_Boys'}, {'mal_id': 8365, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki', 'url': 'https://myanimelist.net/anime/8365/Crayon_Shin-chan_Movie_13__Densetsu_wo_Yobu_Buriburi_3_Pun_Dai_Shingeki'}, {'mal_id': 8366, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!', 'url': 'https://myanimelist.net/anime/8366/Crayon_Shin-chan_Movie_14__Densetsu_wo_Yobu_Odore_Amigo'}, {'mal_id': 8367, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha', 'url': 'https://myanimelist.net/anime/8367/Crayon_Shin-chan_Movie_16__Chou_Arashi_wo_Yobu_Kinpoko_no_Yuusha'}, {'mal_id': 8368, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku', 'url': 'https://myanimelist.net/anime/8368/Crayon_Shin-chan_Movie_17__Otakebe_Kasukabe_Yasei_Oukoku'}, {'mal_id': 8369, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome', 'url': 'https://myanimelist.net/anime/8369/Crayon_Shin-chan_Movie_18__Chou_Jikuu_Arashi_wo_Yobu_Ora_no_Hanayome'}, {'mal_id': 10116, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen', 'url': 'https://myanimelist.net/anime/10116/Crayon_Shin-chan_Movie_19__Arashi_wo_Yobu_Ougon_no_Spy_Daisakusen'}, {'mal_id': 12499, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess', 'url': 'https://myanimelist.net/anime/12499/Crayon_Shin-chan_Movie_20__Arashi_wo_Yobu_Ora_to_Uchuu_no_Princess'}, {'mal_id': 17113, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!', 'url': 'https://myanimelist.net/anime/17113/Crayon_Shin-chan_Movie_21__Bakauma_B-Kyuu_Gourmet_Survival_Battle'}, {'mal_id': 21395, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan', 'url': 'https://myanimelist.net/anime/21395/Crayon_Shin-chan_Movie_22__Gachinko_Gyakushuu_no_Robo_To-chan'}, {'mal_id': 27653, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki', 'url': 'https://myanimelist.net/anime/27653/Crayon_Shin-chan_Movie_23__Ora_no_Hikkoshi_Monogatari_-_Saboten_Daisuugeki'}, {'mal_id': 31978, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki', 'url': 'https://myanimelist.net/anime/31978/Crayon_Shin-chan_Movie_24__Bakusui_Yumemi_World_Dai_Totsugeki'}, {'mal_id': 34244, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri', 'url': 'https://myanimelist.net/anime/34244/Crayon_Shin-chan_Movie_25__Shin-chan_Shuurai_Uchuujin_Shiriri'}, {'mal_id': 35686, 'type': 'anime', 'name': 'Doraemon (2005) Specials', 'url': 'https://myanimelist.net/anime/35686/Doraemon_2005_Specials'}, {'mal_id': 36566, 'type': 'anime', 'name': 'Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan', 'url': 'https://myanimelist.net/anime/36566/Crayon_Shin-chan_Movie_26__Bakumori_Kung_Fu_Boys_-_Ramen_Tairan'}], 'Spin-off': [{'mal_id': 9799, 'type': 'anime', 'name': 'Shin-Men', 'url': 'https://myanimelist.net/anime/9799/Shin-Men'}], 'Other': [{'mal_id': 14095, 'type': 'anime', 'name': 'Kamen Rider Fourze x Crayon Shin-chan', 'url': 'https://myanimelist.net/anime/14095/Kamen_Rider_Fourze_x_Crayon_Shin-chan'}, {'mal_id': 33661, 'type': 'anime', 'name': 'Crayon Shin-chan Gaiden: Alien vs. Shinnosuke', 'url': 'https://myanimelist.net/anime/33661/Crayon_Shin-chan_Gaiden__Alien_vs_Shinnosuke'}, {'mal_id': 34314, 'type': 'anime', 'name': 'Crayon Shin-chan Gaiden: Omocha Wars', 'url': 'https://myanimelist.net/anime/34314/Crayon_Shin-chan_Gaiden__Omocha_Wars'}, {'mal_id': 34835, 'type': 'anime', 'name': 'Crayon Shin-chan Gaiden: Kazokuzure Ookami', 'url': 'https://myanimelist.net/anime/34835/Crayon_Shin-chan_Gaiden__Kazokuzure_Ookami'}, {'mal_id': 35652, 'type': 'anime', 'name': 'Crayon Shin-chan Gaiden: O-o-o no Shinnosuke', 'url': 'https://myanimelist.net/anime/35652/Crayon_Shin-chan_Gaiden__O-o-o_no_Shinnosuke'}]}"
967,Hokuto no Ken,Fist of the North Star,,TV,Manga,['Fuji TV'],"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']",['Toei Animation'],109,Finished Airing,"{'from': '1984-10-04T00:00:00+00:00', 'to': '1987-03-05T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 10, 'year': 1984}, 'to': {'day': 5, 'month': 3, 'year': 1987}}, 'string': 'Oct 4, 1984 to Mar 5, 1987'}",25 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 1149, 'type': 'manga', 'name': 'Hokuto no Ken', 'url': 'https://myanimelist.net/manga/1149/Hokuto_no_Ken'}], 'Sequel': [{'mal_id': 1356, 'type': 'anime', 'name': 'Hokuto no Ken 2', 'url': 'https://myanimelist.net/anime/1356/Hokuto_no_Ken_2'}], 'Spin-off': [{'mal_id': 1357, 'type': 'anime', 'name': 'Shin Hokuto no Ken', 'url': 'https://myanimelist.net/anime/1357/Shin_Hokuto_no_Ken'}], 'Alternative version': [{'mal_id': 1358, 'type': 'anime', 'name': 'Hokuto no Ken Movie', 'url': 'https://myanimelist.net/anime/1358/Hokuto_no_Ken_Movie'}, {'mal_id': 1773, 'type': 'anime', 'name': 'Hokuto no Ken: Raoh Gaiden Junai-hen', 'url': 'https://myanimelist.net/anime/1773/Hokuto_no_Ken__Raoh_Gaiden_Junai-hen'}, {'mal_id': 2174, 'type': 'anime', 'name': 'Hokuto no Ken: Raoh Gaiden Gekitou-hen', 'url': 'https://myanimelist.net/anime/2174/Hokuto_no_Ken__Raoh_Gaiden_Gekitou-hen'}, {'mal_id': 3027, 'type': 'anime', 'name': 'Hokuto no Ken: Yuria-den', 'url': 'https://myanimelist.net/anime/3027/Hokuto_no_Ken__Yuria-den'}, {'mal_id': 4312, 'type': 'anime', 'name': 'Hokuto no Ken: Toki-den', 'url': 'https://myanimelist.net/anime/4312/Hokuto_no_Ken__Toki-den'}, {'mal_id': 5291, 'type': 'anime', 'name': 'Hokuto no Ken Zero: Kenshirou Den', 'url': 'https://myanimelist.net/anime/5291/Hokuto_no_Ken_Zero__Kenshirou_Den'}, {'mal_id': 10177, 'type': 'anime', 'name': 'DD Hokuto no Ken', 'url': 'https://myanimelist.net/anime/10177/DD_Hokuto_no_Ken'}], 'Side story': [{'mal_id': 4549, 'type': 'anime', 'name': 'Hokuto no Ken: Raoh Gaiden Ten no Haoh', 'url': 'https://myanimelist.net/anime/4549/Hokuto_no_Ken__Raoh_Gaiden_Ten_no_Haoh'}], 'Other': [{'mal_id': 7363, 'type': 'anime', 'name': 'Hokuto no Ken: Legend of Heroes', 'url': 'https://myanimelist.net/anime/7363/Hokuto_no_Ken__Legend_of_Heroes'}, {'mal_id': 31018, 'type': 'anime', 'name': 'DD Hokuto no Ken 2 Ichigo Aji+', 'url': 'https://myanimelist.net/anime/31018/DD_Hokuto_no_Ken_2_Ichigo_Aji_'}], 'Prequel': [{'mal_id': 37388, 'type': 'anime', 'name': 'Souten no Ken: Regenesis 2nd Season', 'url': 'https://myanimelist.net/anime/37388/Souten_no_Ken__Regenesis_2nd_Season'}]}"
971,Astro Boy: Tetsuwan Atom,Astro Boy (2003),,TV,Manga,"['Sony Pictures Entertainment', 'Dentsu']","['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Kids', 'Mecha', 'Shounen']",['Tezuka Productions'],50,Finished Airing,"{'from': '2003-04-06T00:00:00+00:00', 'to': '2004-03-28T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 2003}, 'to': {'day': 28, 'month': 3, 'year': 2004}}, 'string': 'Apr 6, 2003 to Mar 28, 2004'}",24 min per ep,G - All Ages,"{'Adaptation': [{'mal_id': 728, 'type': 'manga', 'name': 'Tetsuwan Atom', 'url': 'https://myanimelist.net/manga/728/Tetsuwan_Atom'}, {'mal_id': 3010, 'type': 'manga', 'name': 'Astro Boy: Tetsuwan Atom', 'url': 'https://myanimelist.net/manga/3010/Astro_Boy__Tetsuwan_Atom'}], 'Alternative version': [{'mal_id': 2747, 'type': 'anime', 'name': 'Tetsuwan Atom', 'url': 'https://myanimelist.net/anime/2747/Tetsuwan_Atom'}, {'mal_id': 3044, 'type': 'anime', 'name': 'Tetsuwan Atom (1980)', 'url': 'https://myanimelist.net/anime/3044/Tetsuwan_Atom_1980'}], 'Alternative setting': [{'mal_id': 6513, 'type': 'anime', 'name': 'Ravex in Tezuka World', 'url': 'https://myanimelist.net/anime/6513/Ravex_in_Tezuka_World'}], 'Side story': [{'mal_id': 18637, 'type': 'anime', 'name': 'Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou', 'url': 'https://myanimelist.net/anime/18637/Tetsuwan_Atom__Ivan_no_Wakusei_-_Robot_to_Ningen_no_Yuujou'}], 'Character': [{'mal_id': 23933, 'type': 'anime', 'name': 'Kyutai Panic Adventure!', 'url': 'https://myanimelist.net/anime/23933/Kyutai_Panic_Adventure'}], 'Prequel': [{'mal_id': 33371, 'type': 'anime', 'name': 'Atom: The Beginning', 'url': 'https://myanimelist.net/anime/33371/Atom__The_Beginning'}]}"
972,Bible Black Gaiden,Bible Black Origins,,OVA,Visual novel,"['Milky Animation Label', 'Active']","['Hentai', 'Supernatural']",['Studio Jam'],2,Finished Airing,"{'from': '2002-05-25T00:00:00+00:00', 'to': '2002-08-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 5, 'year': 2002}, 'to': {'day': 25, 'month': 8, 'year': 2002}}, 'string': 'May 25, 2002 to Aug 25, 2002'}",30 min per ep,Rx - Hentai,"{'Sequel': [{'mal_id': 368, 'type': 'anime', 'name': 'Bible Black', 'url': 'https://myanimelist.net/anime/368/Bible_Black'}]}"
978,Change!! Getter Robo: Sekai Saigo no Hi,Getter Robo: Armageddon,,OVA,Unknown,"['Bandai Visual', 'Marubeni', 'Dynamic Planning']","['Action', 'Psychological', 'Adventure', 'Mecha', 'Sci-Fi', 'Horror', 'Shounen']","[""Brain's Base""]",13,Finished Airing,"{'from': '1998-08-25T00:00:00+00:00', 'to': '1999-05-25T00:00:00+00:00', 'prop': {'from': {'day': 25, 'month': 8, 'year': 1998}, 'to': {'day': 25, 'month': 5, 'year': 1999}}, 'string': 'Aug 25, 1998 to May 25, 1999'}",25 min per ep,R - 17+ (violence & profanity),"{'Adaptation': [{'mal_id': 1551, 'type': 'manga', 'name': 'Getter Robo', 'url': 'https://myanimelist.net/manga/1551/Getter_Robo'}, {'mal_id': 10447, 'type': 'manga', 'name': 'Getter Robo Go', 'url': 'https://myanimelist.net/manga/10447/Getter_Robo_Go'}], 'Alternative version': [{'mal_id': 3579, 'type': 'anime', 'name': 'Getter Robo', 'url': 'https://myanimelist.net/anime/3579/Getter_Robo'}]}"
979,Street Fighter Zero The Animation,Street Fighter Alpha: The Movie,,Movie,Game,['Capcom'],"['Action', 'Drama', 'Martial Arts', 'Shounen', 'Super Power']",['Plum'],1,Finished Airing,"{'from': '1999-12-22T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 22, 1999'}",1 hr 30 min,PG-13 - Teens 13 or older,"{'Sequel': [{'mal_id': 950, 'type': 'anime', 'name': 'Street Fighter Alpha: Generations', 'url': 'https://myanimelist.net/anime/950/Street_Fighter_Alpha__Generations'}]}"
984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,,,OVA,Manga,[],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",['Toei Animation'],2,Finished Airing,"{'from': '1993-07-23T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 23, 1993'}",30 min per ep,PG-13 - Teens 13 or older,"{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Alternative version': [{'mal_id': 10017, 'type': 'anime', 'name': 'Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku', 'url': 'https://myanimelist.net/anime/10017/Dragon_Ball__Super_Saiya-jin_Zetsumetsu_Keikaku'}]}"
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Dragon Ball Z Special 2: The History of Trunks,,Special,Manga,[],"['Adventure', 'Drama', 'Fantasy', 'Shounen']",['Toei Animation'],1,Finished Airing,"{'from': '1993-02-24T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 24, 1993'}",48 min,PG-13 - Teens 13 or older,"{'Adaptation': [{'mal_id': 42, 'type': 'manga', 'name': 'Dragon Ball', 'url': 'https://myanimelist.net/manga/42/Dragon_Ball'}], 'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}]}"
